I2LT	Type D
0x00000000000000000000000001000000010000000B04000000000000	I2Languages_GeoEvents
0x000000000000000001000000
MainText	2679
"Ambush/EXPSITE_02_TEXT_GENERAL_0"	"0x00000000"	"[null]"	"10"	"After several hours of exploration, nothing useful was found."	"[null]"	"[null]"	"经过几个小时的探索，没有发现任何有用的东西。"	"Après quelques heures d'exploration, rien d'utile n'a été découvert."	"Tras varias horas de exploración, no se ha encontrado nada útil."	"Dopo molte ore di esplorazione non abbiamo trovato nulla di utile."	"Nach stundenlangen Erkundungen wurde nichts Nützliches entdeckt."	"После нескольких часов исследований ничего существенного не было найдено."	"Po kilku godzinach poszukiwań nie udało się nam znaleźć nic przydatnego."	"10"	"0x000000000000000000000000"	"EXPSITE_02_TEXT_GENERAL_0"	"0x00000000"
"Exploration/EX65_CHOICE_0_TEXT"	"0x00000000"	"[null]"	"10"	"Repair the vehicles."	"[null]"	"[null]"	"帮助修理载具。"	"Réparer les véhicules."	"Reparar los vehículos."	"RIPARA I VEICOLI"	"Repariert die Fahrzeuge."	"Починить машины."	"Napraw pojazdy."	"10"	"0x000000000000000000000000"	"EX65_CHOICE_0_TEXT"	"0x00000000"
"Exploration/EX65_CHOICE_1_OUTCOME_GENERAL"	"0x00000000"	"[null]"	"10"	"""Don't worry about us,"" Erin says. ""We've already got a big damn hero on our side."""	"[null]"	"[null]"	"“不用担心我们，”艾琳开口说，“我们已经有一位大英雄了。”"	"« Ne vous inquiétez pas pour nous, ajoute Erin, nous avons un super grand héros de notre côté. »"	"""No os preocupéis por nosotros"", dice Erin. ""Ya tenemos a un gran héroe de nuestro lado""."	"""Non preoccupatevi per noi"", dice Erin. ""Abbiamo già un grande eroe dalla nostra parte""."	"„Macht euch um uns keine Sorgen“, sagt Erin. „Wir haben bereits einen großen Helden auf unserer Seite.“"	"— «Не беспокойтесь о нас, — говорит Эрин. — У нас уже есть один нехилый герой»."	"— Nie martw się o nas — mówi Erin. — Mamy już po naszej stronie superbohatera."	"10"	"0x000000000000000000000000"	"EX65_CHOICE_1_OUTCOME_GENERAL"	"0x00000000"
"Exploration/EX65_CHOICE_1_TEXT"	"0x00000000"	"[null]"	"10"	"Leave."	"[null]"	"[null]"	"离开这里。"	"Partir."	"Marcharse."	"ALLONTANATI"	"Geht."	"Уйти."	"Wyjdź."	"10"	"0x000000000000000000000000"	"EX65_CHOICE_1_TEXT"	"0x00000000"
"Exploration/EX65_TEXT_GENERAL_0"	"0x00000000"	"[null]"	"10"	"Our operatives land near a cluster of vehicles. There's a group of refugees here, perhaps twenty or more. Their leader, a woman called Amma Erin, is cautious at first, but greets our team with respect. [LF][LF]""Are you people with Isaiah Thompson? He came through here a few days back. Showed up at just the right time to help all these people. Said he'd send us someone to repair our vehicles."""	"[null]"	"[null]"	"我们的特工降落在了一支车队附近。这里有一群难民，大约二十多人。他们的首领是一位名叫艾玛·艾琳的女人，虽然一开始她十分谨慎，但还是带着敬意向我们打了招呼。[LF][LF]“你们和以赛亚·汤普森是一伙的吗？他几天前来过这里，正好在我们需要帮忙的时候出现。他说他会派人来修理我们的车子。”"	"Nos agents atterrissent près d'un groupe de véhicules. Il y a des réfugiés ici, peut-être vingt, voire plus. Leur chef, une femme nommée Amma Erin, est prudente au départ, mais elle salue notre équipe avec respect.[LF][LF]« Êtes-vous l'équipe d'Isaiah Thompson ? Il est passé ici il y a quelques jours. Il est arrivé au bon moment pour aider tous ces gens. Il a dit qu'il enverrait quelqu'un pour réparer nos véhicules. »"	"Nuestros operativos aterrizan cerca de un grupo de vehículos. Junto a ellos, hay más o menos una veintena de refugiados. Su líder, una mujer llamada Amma Erin, se muestra recelosa al principio, pero saluda al equipo con respeto. [LF][LF]""¿Venís de parte de Isaiah Thompson? Pasó por aquí hace unos días. Apareció en el momento ideal para ayudar a toda esta gente. Dijo que enviaría a alguien a reparar nuestros vehículos""."	"I nostri agenti atterrano accanto a un ammasso di veicoli, dove trovano un gruppo di oltre venti rifugiati. Sono guidati da una donna di nome Amma Erin, che superata la circospezione iniziale accoglie la nostra squadra con deferenza.[LF][LF]""Siete compagni di Isaiah Thompson? È passato di qui alcuni giorni fa, giusto in tempo per aiutare queste persone. Ha promesso che avrebbe mandato qualcuno a riparare i nostri veicoli""."	"Unsere Soldaten landen in der Nähe einer Ansammlung von Fahrzeugen. Hier gibt es eine Gruppe von Flüchtlingen, vielleicht zwanzig oder mehr. Ihre Anführerin, eine Frau namens Amma Erin, ist zunächst vorsichtig, begrüßt unser Team aber mit Respekt. [LF][LF]„Gehört ihr zu Isaiah Thompson? Er kam vor ein paar Tagen hier durch. Er tauchte genau zur richtigen Zeit auf, um all diesen Menschen zu helfen. Er sagte, er würde uns jemanden schicken, der unsere Fahrzeuge repariert.“"	"Наши оперативники приземлились возле колонны машин. Здесь обитает группа беженцев, человек двадцать или больше. Их лидер Амма Эрин поначалу ведет себя весьма насторожено, но приветствует нашу команду с уважением. [LF][LF]— «Вы пришли вместе с Исаией Томпсон? Он был здесь несколько дней назад. Появился как раз вовремя, чтобы помочь всем этим людям. Сказал, что пришлет нам людей, которые починят наши машины»."	"Nasi operatorzy lądują w pobliżu kilku pojazdów. Znajduje się tu grupa uchodźców składająca się z około dwudziestu osób. Ich przywódczyni, kobieta, która przedstawiła się jako Amma Erin, jest początkowo ostrożna, ale wita nasz zespół z szacunkiem.[LF][LF]— Czy jesteście towarzyszami Izajasza Thompsona? Przyszedł tu kilka dni temu. Pojawił się w najlepszym możliwym momencie, aby pomóc tym wszystkim ludziom. Powiedział, że przyśle kogoś, kto naprawi nasze pojazdy."	"10"	"0x000000000000000000000000"	"EX65_TEXT_GENERAL_0"	"0x00000000"
"Exploration/EX65_TITLE"	"0x00000000"	"[null]"	"10"	"The Renegade"	"[null]"	"[null]"	"叛徒"	"La renégate"	"El renegado"	"Il rinnegato"	"Der Abtrünnige"	"Отступник"	"Renegat"	"10"	"0x000000000000000000000000"	"EX65_TITLE"	"0x00000000"
"Exploration/EX66_CHOICE_0_OUTCOME_GENERAL"	"0x00000000"	"[null]"	"10"	"It's grizzly work at times, but resources mean survival."	"[null]"	"[null]"	"这是一项艰巨的工作，但资源意味生存。"	"C'est un travail morbide parfois, mais qui dit ressources dit survie."	"Es una tarea algo desagradable, pero los recursos nos permiten sobrevivir."	"Forse è un compito macabro, ma le risorse sono necessarie per sopravvivere."	"Manchmal ist es harte Arbeit, aber Ressourcen bedeuten Überleben."	"Это может и мерзко, но от ресурсов зависит наше выживание."	"Czasami to wyczerpująca robota, ale bez zasobów nie przetrwamy."	"10"	"0x000000000000000000000000"	"EX66_CHOICE_0_OUTCOME_GENERAL"	"0x00000000"
"Exploration/EX66_CHOICE_0_TEXT"	"0x00000000"	"[null]"	"10"	"Search the wreckage and the corpses."	"[null]"	"[null]"	"搜索残骸和尸体。"	"Inspecter l'épave et les cadavres."	"Registrar los escombros y los cadáveres."	"ISPEZIONA I ROTTAMI E I CADAVERI"	"Durchsucht die Wracks und die Leichen."	"Обыскать руины и трупы."	"Przeszukaj gruzy i ciała."	"10"	"0x000000000000000000000000"	"EX66_CHOICE_0_TEXT"	"0x00000000"
"Exploration/EX66_CHOICE_1_OUTCOME_GENERAL"	"0x00000000"	"[null]"	"10"	"Burying the dead may only be of symbolic value, but we need to cling to any shreds of decency we have left as a species."	"[null]"	"[null]"	"埋葬这些死者可能只有一些象征意义，但我们要坚守身为一个物种所留下的任何一丝尊严。"	"Enterrer les morts n'a peut-être qu'une valeur symbolique, mais nous devons nous accrocher aux soupçons de décence qu'il nous reste en tant qu'espèce."	"Puede que enterrar a los muertos sea mero simbolismo, pero debemos conservar la poca decencia que nos queda como especie."	"Seppellire i morti avrà anche un valore puramente simbolico, ma dobbiamo aggrapparci a ogni stralcio di dignità rimasto alla nostra specie."	"Die Beerdigung der Toten mag nur von symbolischem Wert sein, aber wir müssen uns an alle Anstandsfetzen klammern, die uns als Spezies noch bleiben."	"Похороны имеют только символическое значение, но нам нужно цепляться за любые проявления приличий, которые остались у нас как вида."	"Chowanie zmarłych może mieć tylko symboliczne znaczenie, ale musimy zachować wszelkie resztki przyzwoitości, które pozostały nam jeszcze jako gatunkowi."	"10"	"0x000000000000000000000000"	"EX66_CHOICE_1_OUTCOME_GENERAL"	"0x00000000"
"Exploration/EX66_CHOICE_1_TEXT"	"0x00000000"	"[null]"	"10"	"Search everything, but take time to bury the dead."	"[null]"	"[null]"	"展开全面搜寻，然后花一些时间埋葬这些死者。"	"Tout inspecter, mais prendre le temps d'enterrer les morts."	"Registrarlo todo, pero tomarse un momento para enterrar a los muertos."	"ISPEZIONA TUTTO, MA CONCEDITI DEL TEMPO PER SEPPELLIRE I MORTI"	"Durchsucht alles, aber nehmt euch auch die Zeit, die Toten zu beerdigen."	"Обыскать территорию, но при этом выделить время на погребение погибших."	"Przeszukaj wszystko, ale poświęć też czas na pochowanie zmarłych."	"10"	"0x000000000000000000000000"	"EX66_CHOICE_1_TEXT"	"0x00000000"
"Exploration/EX66_TEXT_GENERAL_0"	"0x00000000"	"[null]"	"10"	"Our operatives land near a cluster of burned-out vehicles. There's been a fight here, recently by any guess, perhaps in the last week or so. On the ground, there are corpses that were tied up and left. These people were survivors, but on the losing side. They were left to die of starvation, lying in the dirt."	"[null]"	"[null]"	"我们的特工降落在了一群烧焦的车辆附近。这里最近肯定发生过战斗，大概就在一周之前。地上躺着许多被绑起来的尸体。这些人虽然是幸存者，但却是战败一方的幸存者，他们就这样被扔在泥土里活活饿死。"	"Nos agents atterrissent près d'un groupe de véhicules incendiés. Un combat a eu lieu ici, récemment, peut-être la semaine dernière. Par terre se trouvent des cadavres qui ont été attachés et abandonnés. Ces gens étaient des survivants, mais du côté des perdants. On les a laissés mourir de faim dans la poussière."	"Nuestros operativos aterrizan cerca de un grupo de vehículos carbonizados. Ha habido un incendio, y parece reciente; no debe de haber pasado más de una semana. En el suelo, yacen los cuerpos de personas a las que ataron y abandonaron. Supervivientes, pero del bando perdedor. Los dejaron tirados en el suelo para que murieran de inanición."	"I nostri agenti atterrano accanto a un ammasso di veicoli bruciati. Sembra che recentemente, probabilmente nell'ultima settimana, si sia verificato uno scontro. A terra giacciono i cadaveri di persone che sono state legate e lasciate a marcire. Si tratta dei superstiti della parte sconfitta, lasciati nel fango a morire di fame."	"Unsere Soldaten landen in der Nähe einer Ansammlung von ausgebrannten Fahrzeugen. Hier ist es zu einem Kampf gekommen, vielleicht in der letzten Woche. Auf dem Boden liegen Leichen, die gefesselt zurückgelassen wurden. Diese Menschen waren Überlebende, aber auf der Verliererseite. Sie wurden hier zurückgelassen und sind verhungert."	"Наши оперативники приземлились возле колонны сгоревших машин. Даже и гадать не стоит, недавно здесь была настоящая битва, может неделю назад или что-то вроде того. На земле валялись трупы, связанные по ругам и ногам. Эти люди были выжившими, но с проигравшей стороны. Их оставили лежать в грязи и умирать от голода."	"Nasi operatorzy lądują w pobliżu skupiska spalonych pojazdów. Miała tu miejsce walka. Wygląda na to, że stało się to dość niedawno, prawdopodobnie w ostatnim tygodniu. Na ziemi leżą związane i porzucone ciała. Tym ludziom udało się przetrwać, ale znaleźli się po niewłaściwej stronie. Zostawiono ich tutaj, aby w brudzie umarli z głodu."	"10"	"0x000000000000000000000000"	"EX66_TEXT_GENERAL_0"	"0x00000000"
"Exploration/EX66_TITLE"	"0x00000000"	"[null]"	"10"	"Hard Justice"	"[null]"	"[null]"	"艰难的正义"	"Justice dure"	"Justicia implacable"	"Il pugno severo della giustizia"	"Harte Gerechtigkeit"	"Жестокое правосудие"	"Bezwzględna sprawiedliwość"	"10"	"0x000000000000000000000000"	"EX66_TITLE"	"0x00000000"
"Exploration/EX67_CHOICE_0_OUTCOME_GENERAL"	"0x00000000"	"[null]"	"10"	"Perhaps this is some sort of holy site. It seems wrong to destroy it."	"[null]"	"[null]"	"也许这里是某种圣地，摧毁它似乎并不明智。"	"C'est peut-être une sorte de lieu saint. Ça paraît mal de le détruire."	"Es posible que sea un lugar sagrado. Destruirlo no parece ético."	"Forse si tratta di un luogo sacro. Distruggerlo sarebbe un'azione immorale."	"Vielleicht ist das eine Art heilige Stätte. Es scheint falsch, sie zu zerstören."	"Возможно, это нечто вроде святыни. Кажется неправильным расхищать ее."	"Być może jest to jakieś święte miejsce. Niszczenie go wydaje się niewłaściwe."	"10"	"0x000000000000000000000000"	"EX67_CHOICE_0_OUTCOME_GENERAL"	"0x00000000"
"Exploration/EX67_CHOICE_0_TEXT"	"0x00000000"	"[null]"	"10"	"Take off and leave the location undisturbed."	"[null]"	"[null]"	"启动飞船离开这里，不去打扰这个地方。"	"Partir et laisser l'endroit en l'état."	"Marcharse y dejar el lugar como está."	"DECOLLA E ALLONTANATI DAL LUOGO LASCIANDOLO INDISTURBATO"	"Verlasst die Anlage und fliegt weiter."	"Отказаться от обыска и взлететь."	"Wystartuj i opuść to miejsce bez przeszukania."	"10"	"0x000000000000000000000000"	"EX67_CHOICE_0_TEXT"	"0x00000000"
"Exploration/EX67_CHOICE_1_OUTCOME_GENERAL"	"0x00000000"	"[null]"	"10"	"With blood, sweat and heavy-duty cutting equipment our team manage to hack apart the structure. No one will ever know what it was for."	"[null]"	"[null]"	"我们的小队费尽千辛万苦才用重型切割设备将这栋建筑摧毁。没有人知道这东西象征着什么。"	"Grâce à ses efforts incroyables et à un équipement de coupe de haute performance, notre équipe parvient à découper la structure. Personne ne saura jamais à quoi elle servait."	"Con sangre, sudor, lágrimas, y herramientas de corte de gran envergadura, nuestro equipo consigue hacer añicos la estructura. Nadie sabrá jamás para qué servía."	"Dopo aver versato sangue e sudore, e grazie all'attrezzatura pesante da taglio, la nostra squadra riesce a fare a pezzi la struttura. Nessuno saprà mai cosa rappresentasse."	"Mit Blut, Schweiß und schweren Schneidegeräten gelingt es unserem Team, die Anlage auseinanderzunehmen. Niemand wird jemals erfahren, wofür sie bestimmt war."	"С помощью крупногабаритного металлорежущего оборудования наша команда своей кровью и потом разобрала храм по кирпичикам. Никто не знал, для чего он был построен."	"Za pomocą ciężkiego sprzętu do cięcia i wylewając hektolitry potu, nasz zespół zdołał rozmontować tę instalację. Nikt nigdy nie dowie się, co czego służyła."	"10"	"0x000000000000000000000000"	"EX67_CHOICE_1_OUTCOME_GENERAL"	"0x00000000"
"Exploration/EX67_CHOICE_1_TEXT"	"0x00000000"	"[null]"	"10"	"Ransack the structure for materials."	"[null]"	"[null]"	"搜索建筑，寻找材料。"	"Saccager la structure pour récupérer les matériaux."	"Saquear la estructura para conseguir materiales."	"SACCHEGGIA I MATERIALI DELLA STRUTTURA"	"Zerlegt die Anlage, um an Materialien zu gelangen."	"Разграбить храм ради материалов."	"Zniszcz tę instalację, aby odzyskać materiały."	"10"	"0x000000000000000000000000"	"EX67_CHOICE_1_TEXT"	"0x00000000"
"Exploration/EX67_TEXT_GENERAL_0"	"0x00000000"	"[null]"	"10"	"The [AircraftName] has detected an abandoned structure. On landing, our operatives have been able to identify it. Someone has constructed a huge metal spire, welding together hundreds of pieces of abandoned junk into this strange object that, at 20-30 meters in height, towers over the landscape around it. "	"[null]"	"[null]"	"[AircraftName]侦测到了一座废弃的建筑。我们的特工在降落后对这里进行了一番仔细的检查。不知是谁在这里建造了一个巨大的金属尖塔，并将数百块废弃的垃圾焊接在了这个奇怪的物体上，高度约有 20 至 30 米，耸立于周围的地形之上。"	"Le vaisseau [AircraftName] a détecté une structure abandonnée. À l'atterrissage, nos agents sont capables de l'identifier. Quelqu'un a construit une énorme flèche métallique, soudant des centaines de bouts de ferraille abandonnés pour en faire cet objet étrange qui, à 20 ou 30 mètres de hauteur, domine le paysage."	"La [AircraftName] ha detectado una estructura abandonada. Al aterrizar, nuestros operativos han conseguido identificarla. Alguien ha construido una aguja metálica enorme uniendo cientos de piezas de morralla que estaba por ahí abandonada a este extraño objeto de 20 o 30 metros de altura que sobresale en medio del paisaje."	"[AircraftName] ha rilevato una struttura abbandonata. All'atterraggio, i nostri agenti sono stati in grado di identificarla. Qualcuno ha costruito un'enorme guglia di metallo, saldando centinaia di rottami abbandonati per dare forma a questo strano oggetto, che dai suoi 20-30 metri di altezza torreggia sul paesaggio circostante. "	"Der [AircraftName] hat eine verlassene Anlage entdeckt. Bei der Landung konnten unsere Soldaten sie identifizieren. Jemand hat einen riesigen Metallturm gebaut, indem er Hunderte von verlassenen Schrottstücken zu diesem seltsamen Objekt zusammengeschweißt hat, das in 20-30 Metern Höhe die Landschaft um sich herum überragt. "	"Воздушное судно [AircraftName] обнаружило заброшенное здание. Приземлившись, наши оперативники смогли его идентифицировать. Кто-то построил огромный металлический шпиль, сварив из сотни кусков металлолома этот странный объект, который возвышался на 20–30 метров над окружающим ландшафтом."	"Z pokładu statku powietrznego [AircraftName] wykryliśmy opuszczoną instalację. Po wylądowaniu nasi operatorzy zdołali ją zidentyfikować. Ktoś skonstruował olbrzymią metalową iglicę poprzez zespawanie ze sobą setek kawałków odpadów. Powstały w ten sposób dziwny obiekt mierzy około 20–30 metrów wysokości i góruje nad okolicą."	"10"	"0x000000000000000000000000"	"EX67_TEXT_GENERAL_0"	"0x00000000"
"Exploration/EX67_TITLE"	"0x00000000"	"[null]"	"10"	"The Temple"	"[null]"	"[null]"	"神庙"	"Le temple"	"El templo"	"Il tempio"	"Der Tempel"	"Храм"	"Świątynia"	"10"	"0x000000000000000000000000"	"EX67_TITLE"	"0x00000000"
"Exploration/EX68_CHOICE_0_OUTCOME_GENERAL"	"0x00000000"	"[null]"	"10"	"Better safe than sorry."	"[null]"	"[null]"	"谨慎小心总好过后悔。"	"Mieux vaut prévenir que guérir."	"Mejor prevenir que curar."	"La prudenza non è mai troppa."	"Sicherheit geht vor."	"Лучше перестраховаться, чем потом пожалеть."	"Lepiej dmuchać na zimne."	"10"	"0x000000000000000000000000"	"EX68_CHOICE_0_OUTCOME_GENERAL"	"0x00000000"
"Exploration/EX68_CHOICE_0_TEXT"	"0x00000000"	"[null]"	"10"	"Ignore the woman and evacuate immediately."	"[null]"	"[null]"	"无视这个女人，立刻撤离。"	"Ignorer la femme et évacuer immédiatement."	"Ignorar a la mujer y evacuar de inmediato."	"IGNORA LA DONNA ED EVACUA IMMEDIATAMENTE L'AREA"	"Ignoriert die Frau und evakuiert sofort."	"Проигнорировать женщину и немедленно эвакуироваться."	"Zignoruj kobietę i natychmiast przystąp do ewakuacji."	"10"	"0x000000000000000000000000"	"EX68_CHOICE_0_TEXT"	"0x00000000"
"Exploration/EX68_CHOICE_1_OUTCOME_GENERAL"	"0x00000000"	"[null]"	"10"	"""Believers!"" the woman shouts and grabs the hands of our operatives, raising them up. ""I am your witness! These souls will be delivered into your bounty when the world ends!"" She turns to each of the team. ""Your time will come soon. The Great Worm devours the Earth and only the New God can save us!"" [LF][LF]Then she runs away from them, leaping into the river and swimming to the far side. Our operatives, somewhat confused, search the rest of the village and retrieve what resources they can."	"[null]"	"[null]"	"“信徒！”那个女人突然大喊一声，一把抓住了我们特工的手举了起来。“我就是你们的见证人！”当世界末日来临之际，这些灵魂将成为你们的奖赏！”她转向我们每一名队员说道，“你们的末日即将来临，巨虫将吞噬大地，只有新神才能拯救我们！” [LF][LF]随后，她从我们的特工身边绕开，跳进了河里并游向了远处。我们的特工有些摸不着头脑，他们搜索了村子里的其他地方，尽可能地找到了一些资源。"	"« Adeptes ! » s'écrie la femme qui saisit les mains de nos agents en les levant. « Je suis votre témoin ! Ces âmes seront votre récompense lorsque la fin du monde viendra ! » Elle se tourne vers chaque membre de l'équipe. « C'est bientôt votre heure. Le Grand Ver dévore la Terre et seul le Nouveau Dieu peut nous sauver ! »[LF][LF]Puis elle s'enfuit, bondissant dans la rivière et nageant jusqu'à l'autre rive. Nos agents, quelque peu confus, inspectent le reste du village et récupèrent les ressources qu'ils trouvent."	"""¡Fieles!"", grita la mujer mientras toma de la mano a nuestros operativos y las levanta. ""¡Soy vuestro testigo! ¡Estas almas os serán entregadas cuando el mundo se acabe!"". Después, a cada uno de los miembros del equipo, les dice: ""Tu hora llegará pronto. ¡El Gran Gusano devora la Tierra, y solo el Nuevo Dios podrá salvarnos!"". [LF][LF]Después, huye de ellos, salta al río y empieza a alejarse nadando. Nuestros operativos, algo confundidos, registran el resto de la aldea y recogen los recursos que pueden."	"""Fedeli!"" grida la donna, afferrando le mani dei nostri agenti e sollevandole verso il cielo. ""Sono la vostra testimone! Alla fine del mondo, queste anime saranno presentate al tuo cospetto!"" Si rivolge a ognuno di loro. ""Il vostro tempo verrà presto. Il Grande verme divora la terra e solo il Nuovo dio potrà salvarci!""[LF][LF]Quindi scappa, tuffandosi nel fiume e nuotando fino alla riva opposta. I nostri agenti, confusi, ispezionano il resto del villaggio e recuperano tutte le risorse disponibili."	"„Gläubige!“, ruft die Frau, greift nach den Händen unserer Soldaten und hebt sie hoch. „Ich bin eure Zeugin! Diese Seelen werden deiner Wohltätigkeit übergeben, wenn die Welt untergeht!“ Sie wendet sich an jeden im Team. „Eure Zeit wird bald kommen. Der Große Wurm verschlingt die Erde und nur der Neue Gott kann uns retten!“[LF][LF]Dann läuft sie davon, springt in den Fluss und schwimmt auf die andere Seite. Unsere Soldaten durchsuchen leicht verwirrt den Rest des Dorfes und bergen so viele Ressourcen wie möglich."	"— «Верующие! — закричала женщина, схватила и подняла руки наших оперативников. — Я вам свидетельница! Эти души отправятся в вашу обитель, когда наступит конец света! — Она поворачивается к каждому из членов команды. — Ваше время скоро наступит. Великий Червь пожирает Землю, и только Новый Бог может спасти нас!» [LF][LF]Затем она убегает от них, прыгает в реку и плывет к противоположному берегу. Наши оперативники в некотором замешательстве обыскивают остальную часть деревни и выносят все ресурсы, какие только могут."	"— Wierni! — krzyczy kobieta, chwyta dłonie naszych operatorów i unosi je do góry. — Jestem waszym świadkiem! Te dusze będą darem dla Ciebie, gdy świat się skończy! — zwraca się do każdego członka zespołu — Wasz czas wkrótce nadejdzie. Wielki Robak pożre Ziemię i tylko Nowy Bóg może nas uratować![LF][LF]Potem ucieka od nich, wskakuje do rzeki i przepływa na drugi brzeg. Nasi operatorzy, nieco skonfundowani, przeszukują resztę wioski i odzyskują wszelkie dostępne zasoby."	"10"	"0x000000000000000000000000"	"EX68_CHOICE_1_OUTCOME_GENERAL"	"0x00000000"
"Exploration/EX68_CHOICE_1_TEXT"	"0x00000000"	"[null]"	"10"	"Make an offering."	"[null]"	"[null]"	"献上贡品。"	"Faire une offrande."	"Hacer una ofrenda."	"FAI UN'OFFERTA"	"Bringt ein Opfer dar."	"Сделать подношение."	"Złóż ofiarę."	"10"	"0x000000000000000000000000"	"EX68_CHOICE_1_TEXT"	"0x00000000"
"Exploration/EX68_CHOICE_2_OUTCOME_GENERAL"	"0x00000000"	"[null]"	"10"	"A search of the site reveals some useful resources, but the woman continues to get in their way, babbling about making an offering to ""the New God."" It seems that she is the last surviving member of a cult that split away from the Disciples of Anu a few years ago, claiming that the Exalted is a false prophet."	"[null]"	"[null]"	"我们的特工找到了一些有用的资源，但这个女人始终在一旁阻挠，喋喋不休地说着要向“新神”献上贡品。她似乎是某个在几年前从安努门徒教会中分离出来的教派里的最后一位幸存成员，声称圣尊是一名虚假的先知。"	"Une inspection du site révèle quelques ressources utiles, mais la femme continue à leur bloquer le passage, bredouillant quelque chose au sujet d'une offrande au « Nouveau Dieu ». Elle semble être la dernière survivante d'une secte qui s'est séparée des Disciples d'Anu il y a quelques années, affirmant que l'Exaltée est une fausse prophétesse."	"Tras realizar una búsqueda, encuentran recursos valiosos, pero la mujer sigue entrometiéndose en su camino y hablando de ofrendas al ""Nuevo Dios"". Parece que es la última superviviente de una secta que se escindió de los Discípulos de Anu unos años atrás con la premisa de que la Glorificada es una falsa profeta."	"Un'ispezione dell'area rivela alcune risorse utili, ma la donna continua a intralciare gli agenti, farfugliando di un'offerta da compiere in nome del ""Nuovo dio"". Sembra essere l'ultima sopravvissuta di una setta che, alcuni anni fa, si separò dai Discepoli di Anu, sostenendo che la Suprema è solo un falso profeta."	"Eine Durchsuchung des Orts enthüllt einige nützliche Ressourcen, aber die Frau steht ihnen weiterhin im Weg und plappert darüber, dem „Neuen Gott“ ein Opfer darzubringen. Es scheint, dass sie das letzte überlebende Mitglied eines Kultes ist, der sich vor einigen Jahren von den Jüngern von Anu abgespalten hat und behauptet, dass die Erhabene ein falscher Prophet ist."	"Обыск территории вознаграждает нас некоторыми полезными ресурсами, но женщина продолжает мешаться под ногами, бормоча о подношении «Новому Богу». Похоже, она — последний выживший член культа, который несколько лет назад отделился от Последователей Ану. Она утверждает, что Возвышенная является лжепророком."	"Podczas przeszukania tego miejsca operatorzy znajdują kilka przydatnych zasobów, ale kobieta cały czas wchodzi im w drogę i papla coś o złożeniu ofiary „Nowemu Bogu”. Wygląda na to, że jest ostatnią członkinią kultu, który oderwał się od Akolitów Anu kilka lat temu, ponieważ jego wyznawcy twierdzili, że Wywyższona jest fałszywą prorokinią."	"10"	"0x000000000000000000000000"	"EX68_CHOICE_2_OUTCOME_GENERAL"	"0x00000000"
"Exploration/EX68_CHOICE_2_TEXT"	"0x00000000"	"[null]"	"10"	"Ignore the woman and search the site."	"[null]"	"[null]"	"无视这个女人，搜索这个区域。"	"Ignorer la femme et inspecter le site."	"Ignorar a la mujer y seguir registrando las instalaciones."	"IGNORA LA DONNA E ISPEZIONA IL LUOGO"	"Ignoriert die Frau und durchsucht den Ort."	"Проигнорировать женщину и обыскать территорию."	"Zignoruj tę kobietę i przeszukaj to miejsce."	"10"	"0x000000000000000000000000"	"EX68_CHOICE_2_TEXT"	"0x00000000"
